epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,144.67,0.74328,1.30836,0.71477,0.98668,0.67363,0.6316,0.65248,0.49632,0.66539,0.62421,0.63143,0.42103,0.8691,2.0663,0.86094,1.07695,0.000676802,0.000676802,0.000676802
62,146.939,0.68302,1.18146,0.61935,0.94701,0.62229,0.67932,0.62947,0.48699,0.62521,0.68136,0.61732,0.40982,0.85734,2.01463,0.865,1.07852,0.000660299,0.000660299,0.000660299
63,149.176,0.71374,1.23959,0.72726,0.97054,0.6011,0.66722,0.63239,0.48338,0.59729,0.66449,0.61579,0.40921,0.84124,1.88968,0.84053,1.05948,0.000643795,0.000643795,0.000643795
64,151.422,0.75246,1.33261,0.66767,0.96858,0.66807,0.64218,0.68097,0.50402,0.62603,0.59852,0.58735,0.39976,0.81467,1.81089,0.87382,1.04433,0.000627292,0.000627292,0.000627292
65,153.69,0.69294,1.22644,0.61967,0.95992,0.68424,0.6945,0.70262,0.52654,0.64157,0.64857,0.62197,0.41273,0.80858,1.78399,0.82531,1.0396,0.000610789,0.000610789,0.000610789
66,156.046,0.72613,1.28612,0.68306,0.9751,0.71779,0.67829,0.6912,0.51885,0.65389,0.63406,0.60863,0.40462,0.81456,1.79141,0.85199,1.05492,0.000594286,0.000594286,0.000594286
67,158.256,0.70789,1.28002,0.68516,1.00656,0.6744,0.64837,0.67094,0.49777,0.62399,0.60899,0.60767,0.38918,0.87997,1.8174,0.9735,1.12167,0.000577782,0.000577782,0.000577782
68,160.717,0.72045,1.30342,0.6962,0.98307,0.64878,0.73298,0.71648,0.53717,0.63556,0.70078,0.66092,0.45107,0.82979,1.75047,0.80818,1.07798,0.000561279,0.000561279,0.000561279
69,163.063,0.71064,1.30534,0.67174,0.98492,0.72985,0.65002,0.73109,0.54251,0.67924,0.66676,0.6826,0.44949,0.82469,1.72122,0.80201,1.0463,0.000544776,0.000544776,0.000544776
70,165.362,0.69438,1.16941,0.61695,0.97353,0.70458,0.6883,0.7627,0.56227,0.61597,0.75262,0.69504,0.4483,0.82491,1.68498,0.78533,1.04936,0.000528272,0.000528272,0.000528272
71,167.648,0.69467,1.29326,0.67074,0.99064,0.66789,0.77295,0.75432,0.56209,0.67193,0.69547,0.675,0.44462,0.81411,1.72764,0.77756,1.04912,0.000511769,0.000511769,0.000511769
72,169.97,0.7059,1.21624,0.60844,0.96992,0.65461,0.79676,0.74237,0.54723,0.63252,0.76475,0.67314,0.43552,0.8189,1.71843,0.78248,1.02896,0.000495266,0.000495266,0.000495266
73,172.287,0.71051,1.17667,0.61081,0.96081,0.657,0.78265,0.68727,0.51756,0.64069,0.75782,0.64803,0.41685,0.81694,1.71177,0.80389,1.06591,0.000478762,0.000478762,0.000478762
74,174.643,0.68642,1.21117,0.59028,0.94361,0.67409,0.75866,0.69257,0.5255,0.65743,0.74324,0.63932,0.4172,0.85046,1.76451,0.81862,1.11601,0.000462259,0.000462259,0.000462259
